domain,split,label,source_file,source_url,destination,width,height,bytes,sha256
attacker,train,beagle,beagle_143.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_143.jpg,attacker/train/beagle/beagle_143.jpg,500,500,168563,ba6e23935e218e06e12c94319ddc985780c71c0be19303275e988377072cb2f8
attacker,train,beagle,beagle_155.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_155.jpg,attacker/train/beagle/beagle_155.jpg,500,380,209568,1ae02a34cd218fc47444a6708600c3c868b8676a90d1b2b596ce468e98afaf65
attacker,train,beagle,beagle_173.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_173.jpg,attacker/train/beagle/beagle_173.jpg,352,288,48976,c1a89a087756eb50af2a60559ec4f7d71c8cead225cc97901b72060f099b747a
attacker,train,beagle,beagle_177.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_177.jpg,attacker/train/beagle/beagle_177.jpg,500,375,98386,de1eed6676de7385e6d52267ed50cb4e82e97988118760b36d75af96610fabd1
attacker,train,beagle,beagle_18.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_18.jpg,attacker/train/beagle/beagle_18.jpg,336,500,124702,e3f2ffc349271a1acfb9bd48ab4c4788d34edd645fbb1d0f71b324c552bf57ee
attacker,train,beagle,beagle_189.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_189.jpg,attacker/train/beagle/beagle_189.jpg,345,500,193404,fc267f21fae206691edd8a6aa2b8597a6b83c7958986a0e2cdf89426e3ce2380
attacker,train,beagle,beagle_19.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_19.jpg,attacker/train/beagle/beagle_19.jpg,500,334,65950,11cdb09fbcf3f63d66291f9d7cade0621fcf08a845dd57dabc210f2572b73f1e
attacker,train,beagle,beagle_190.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_190.jpg,attacker/train/beagle/beagle_190.jpg,500,290,99182,893c4cb3e13aa23d36c447da9af86d1bdd801b1fcb30eaffaa8ec005ebebeb05
attacker,train,beagle,beagle_193.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_193.jpg,attacker/train/beagle/beagle_193.jpg,500,375,102278,5f39645b113b5a51fc159dfdebf30875855af3e988bef7011d2b60c66215c653
attacker,train,beagle,beagle_197.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_197.jpg,attacker/train/beagle/beagle_197.jpg,500,333,92817,46d34a1a2b4a168650968cb91c61659d296a776cfae298007fe502f75cb5ccb6
attacker,train,beagle,beagle_199.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_199.jpg,attacker/train/beagle/beagle_199.jpg,500,333,74278,ff3cbd7154c98f23b50c23d68bbca641aaa7478333222ae38914041597fc6a02
attacker,train,beagle,beagle_203.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_203.jpg,attacker/train/beagle/beagle_203.jpg,500,333,109631,ac992e243b6a28509c2743fc7ca5d05138f9115ba929627eb2a1efb724cebaba
attacker,train,beagle,beagle_28.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_28.jpg,attacker/train/beagle/beagle_28.jpg,333,500,98139,508f4f68da0ce7a9c6dae38abbd3935e1c414ee173718b4b52d7b050393e3da9
attacker,train,beagle,beagle_30.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_30.jpg,attacker/train/beagle/beagle_30.jpg,333,500,146015,91cd65d4aee58cf2e9296b5888b1bf27f3c436d5603a7b35d3b179cd2b270dd6
attacker,train,beagle,beagle_35.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_35.jpg,attacker/train/beagle/beagle_35.jpg,500,333,76503,0dc9b3b449d5815d98c19b4d430e46d6e69c85f6adb7636d869eeadd61a30aa5
attacker,train,beagle,beagle_38.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_38.jpg,attacker/train/beagle/beagle_38.jpg,500,379,129559,bddb9cb79c583220bd75d293fb61f1ffd83acf300e7430b046ea5447884de351
attacker,train,beagle,beagle_4.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_4.jpg,attacker/train/beagle/beagle_4.jpg,500,335,127857,35308e8f27866043a66545ba943bc2312ad6591bed187e004e2ee0ed804d5cb8
attacker,train,beagle,beagle_47.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_47.jpg,attacker/train/beagle/beagle_47.jpg,500,391,170187,0f6e82361e062fe38c64512b236e378efab13e35793e6dd0ad6e0d1b997a38c8
attacker,train,beagle,beagle_5.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_5.jpg,attacker/train/beagle/beagle_5.jpg,500,375,182349,cebf84a6de0016c5b8335677b7f9a464b0c437602259baf78854b92e2af278f6
attacker,train,beagle,beagle_61.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_61.jpg,attacker/train/beagle/beagle_61.jpg,500,333,76960,969f437bc4c9d2e7109af34fef3ecb2798bc452f40ea1ee42eede326683be7b0
attacker,train,beagle,beagle_64.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_64.jpg,attacker/train/beagle/beagle_64.jpg,374,500,133964,bce6c6fc6d3c7e791cd4242085e390e19106c55a285463a44ec5ac06a67dba32
attacker,train,beagle,beagle_66.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_66.jpg,attacker/train/beagle/beagle_66.jpg,357,500,83845,a291d2eb611243cf419e44ac9309e9570fb949bd13cac3e7f17b5e3c580be978
attacker,train,beagle,beagle_71.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_71.jpg,attacker/train/beagle/beagle_71.jpg,500,334,107374,c9b5549aa3dead183de330d5334f7adb69dc460b6a79f4d05e8413dcc9b8fb78
attacker,train,beagle,beagle_75.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_75.jpg,attacker/train/beagle/beagle_75.jpg,500,333,75553,3e6cefbc913e3f6934ef2b46e5690ff7e786e4419717c3cb2c7697b4ce2a023a
attacker,train,beagle,beagle_8.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_8.jpg,attacker/train/beagle/beagle_8.jpg,475,500,199588,1274c78e3c2559855cd2d413871cf39a38894285cfdcac3bac173a31d948d885
attacker,train,beagle,beagle_84.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_84.jpg,attacker/train/beagle/beagle_84.jpg,500,334,99305,9e49d2e13a150716766bde69e60140b9624d9b9ca25ee423c33753f55a087680
attacker,train,beagle,beagle_85.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_85.jpg,attacker/train/beagle/beagle_85.jpg,500,355,86033,cbf712caa7af1ab654b134f7a247598e7595791573d06d25dc76a3a73ce7573a
attacker,train,beagle,beagle_87.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_87.jpg,attacker/train/beagle/beagle_87.jpg,500,334,56399,410e7235a4689c41322301cee75f8c3fc884bab458b263582be7939b6ed54c06
attacker,train,beagle,beagle_91.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_91.jpg,attacker/train/beagle/beagle_91.jpg,500,375,228565,7b007033b9ecd7b0b9aa21f5471beac63ca44b6b127bbb142b34eb07bc841575
attacker,train,beagle,beagle_97.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/beagle_97.jpg,attacker/train/beagle/beagle_97.jpg,500,317,83290,972be62c2a949b4fb3b38f795fe7e0ea475e7b06a72e9ae90d5f578345c66a97
attacker,train,bengal,Bengal_104.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_104.jpg,attacker/train/bengal/Bengal_104.jpg,500,463,177704,a9ecfcdee804c8740ac765482f317f10b1def907d36cbf530f5b4c43dc68a6c9
attacker,train,bengal,Bengal_105.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_105.jpg,attacker/train/bengal/Bengal_105.jpg,500,466,184491,299c1815cac84a9f2fe68d0e5643d0b3b53a7146ae7fd3e8f08d48fe7068d065
attacker,train,bengal,Bengal_107.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_107.jpg,attacker/train/bengal/Bengal_107.jpg,500,335,102786,1b7dbed05e3863331a6bda4c8e2eb408127603f414d3bece4c46c2cfc5e6549c
attacker,train,bengal,Bengal_114.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_114.jpg,attacker/train/bengal/Bengal_114.jpg,500,375,138374,461d1775b27bc010a04325c70e3bea0eeae25939c42c3a0e8f3027473b762660
attacker,train,bengal,Bengal_117.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_117.jpg,attacker/train/bengal/Bengal_117.jpg,500,332,148945,a3f55d828c652c648732b29d3c29789dc722568cd34097d8e92a5c1cd68f8a5c
attacker,train,bengal,Bengal_124.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_124.jpg,attacker/train/bengal/Bengal_124.jpg,500,371,115854,c1fa73c217ac7cb1dd3ee3f3fd52f61d61fa244047b74133399b48162b09c107
attacker,train,bengal,Bengal_128.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_128.jpg,attacker/train/bengal/Bengal_128.jpg,500,334,134577,e78bdd34586197e7cc327a865662410308e406f20987ca78fdc9c1918af33712
attacker,train,bengal,Bengal_129.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_129.jpg,attacker/train/bengal/Bengal_129.jpg,500,281,88796,685abbd9eba07c49f792b76d2857b6b60cc40ad5b0321a08ee06abf0397f6d3d
attacker,train,bengal,Bengal_133.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_133.jpg,attacker/train/bengal/Bengal_133.jpg,300,200,8792,08fd53985d062327373b812c9808aee2ebb708b950005e5ddb8c8d8f00548774
attacker,train,bengal,Bengal_14.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_14.jpg,attacker/train/bengal/Bengal_14.jpg,500,333,103700,c8a0224bbef5c7bdaec9c7513d1a89c4cae28882ef67885071a8008f6cd3e6ea
attacker,train,bengal,Bengal_145.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_145.jpg,attacker/train/bengal/Bengal_145.jpg,300,225,11500,9b977d9f338f595a84be399bcd070105810ad32fb21a4209f4b72237c22a5ddc
attacker,train,bengal,Bengal_148.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_148.jpg,attacker/train/bengal/Bengal_148.jpg,300,200,8559,6a4df42b7d99674d7ae747b44db56bca464156693c5e5c5c4d7b4700e12e9766
attacker,train,bengal,Bengal_151.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_151.jpg,attacker/train/bengal/Bengal_151.jpg,300,225,13711,f97ee766560600db2d8344e99fc3d67de22835224e20bf57d0ff957e61a815e2
attacker,train,bengal,Bengal_157.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_157.jpg,attacker/train/bengal/Bengal_157.jpg,262,246,14371,f3209966d4b1a1eb9b9b052328938cfef28d3c5dd126f945fa4223d0bb42e737
attacker,train,bengal,Bengal_16.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_16.jpg,attacker/train/bengal/Bengal_16.jpg,500,333,99353,a747d624bb1be48498c8770ed46336e2f547025dc03d86a24d6170bce6baa8f1
attacker,train,bengal,Bengal_163.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_163.jpg,attacker/train/bengal/Bengal_163.jpg,300,225,12611,e438575cd037d4cfb773134ac15d46b952fe24e3b3e35092d43240c82147425a
attacker,train,bengal,Bengal_164.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_164.jpg,attacker/train/bengal/Bengal_164.jpg,300,225,12393,7f6daed758be81acc5ad462497598c600f23f97280be2e6d51749024677c3983
attacker,train,bengal,Bengal_169.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_169.jpg,attacker/train/bengal/Bengal_169.jpg,300,225,9357,eeff687d236db3362a5f575e60eea4cd1dbbf91fe039b06673d087ec12c208aa
attacker,train,bengal,Bengal_17.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_17.jpg,attacker/train/bengal/Bengal_17.jpg,500,375,314446,e39612e3184ceea4a659c2a7b69a359f208cd4084fec1060416997b7d3d6830c
attacker,train,bengal,Bengal_171.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_171.jpg,attacker/train/bengal/Bengal_171.jpg,300,225,8785,21db6bff64181203a5087c46a6b39377888124d775aeffb4bc0b4e5d7e1e1a6e
attacker,train,bengal,Bengal_177.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_177.jpg,attacker/train/bengal/Bengal_177.jpg,225,300,10696,0efc172692b978b47fcc0e3615e97b91a111cef2b137d8859395c448ae45af82
attacker,train,bengal,Bengal_178.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_178.jpg,attacker/train/bengal/Bengal_178.jpg,300,225,8835,55466e74af6e4aac0495310c4a0acccb12c5b36510784278ce4d0e9280afd96e
attacker,train,bengal,Bengal_182.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_182.jpg,attacker/train/bengal/Bengal_182.jpg,625,566,64145,e540bd02ff6b60b12143fca4ffe4cfa7dfac9763c884fe06dead17d783e7ee61
attacker,train,bengal,Bengal_186.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_186.jpg,attacker/train/bengal/Bengal_186.jpg,470,300,74011,a518db3242977f5f022cbb042932586373bdadbefe4551e83b969dc050826eb6
attacker,train,bengal,Bengal_194.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_194.jpg,attacker/train/bengal/Bengal_194.jpg,210,240,9056,722d377c42e3ec06e412bc061edf58d88ac75ac0b23600a8dfac1144676b82d6
attacker,train,bengal,Bengal_22.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_22.jpg,attacker/train/bengal/Bengal_22.jpg,375,500,199895,cd34515a3a75032e6914bf13eedbc2fb69aad01cd7a2812efa415bb231002f75
attacker,train,bengal,Bengal_39.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_39.jpg,attacker/train/bengal/Bengal_39.jpg,500,324,126309,5eadae167b433f9b4834e9a10de82331dcc487c669b1f361b9dcbb534fd49a92
attacker,train,bengal,Bengal_41.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_41.jpg,attacker/train/bengal/Bengal_41.jpg,500,500,141467,32961a64b166e84134905ef157fced733f7403bd118ab6469fca37f3c6c8b393
attacker,train,bengal,Bengal_55.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_55.jpg,attacker/train/bengal/Bengal_55.jpg,500,333,173457,32c4673bcc7dd7c0b3c7a8a2ba37aab1cffa157ffa57e3e30666c9dc33f4a8df
attacker,train,bengal,Bengal_63.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_63.jpg,attacker/train/bengal/Bengal_63.jpg,500,375,98723,6db237023c703d92e8556eae69c91d770ff2797c8c331e71000e86b6e75c464a
attacker,train,bengal,Bengal_64.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_64.jpg,attacker/train/bengal/Bengal_64.jpg,500,375,99150,c6ea596d7bd0ec70187c1c9cd704e1d4e824c238f6c49f8ac9786f1591b7c94f
attacker,train,bengal,Bengal_66.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_66.jpg,attacker/train/bengal/Bengal_66.jpg,500,375,86754,64c75fb5c0211ab4c3bee24cbeb3ea4133d3c158626160d0450c7eb07b8b4331
attacker,train,bengal,Bengal_68.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_68.jpg,attacker/train/bengal/Bengal_68.jpg,500,375,77722,f576cb637c6058dc5556e1c5cbda2257c5a237d946c0fa31807abbf9834aecea
attacker,train,bengal,Bengal_75.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_75.jpg,attacker/train/bengal/Bengal_75.jpg,358,500,88907,444c61e12a60ab38b6e14d2b1411a28f5e5eaafe5c37ccfeac248ad07c6405b3
attacker,train,bengal,Bengal_80.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_80.jpg,attacker/train/bengal/Bengal_80.jpg,500,500,105034,ce28eff3a92a644ee971568e5d6ba95c7e50e81090a00530a705d2f9d6bbb9ca
attacker,train,bengal,Bengal_87.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_87.jpg,attacker/train/bengal/Bengal_87.jpg,500,375,137090,4d422bd8e5aff0774ef3069dd1297efdb3c2a48577ab536dc684a69efc2155b8
attacker,train,bengal,Bengal_88.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_88.jpg,attacker/train/bengal/Bengal_88.jpg,500,335,117140,ac4199ab9f99fda5bac75af13244feb1c81ff3d503e27b0adadac7d0018664bc
attacker,train,bengal,Bengal_93.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_93.jpg,attacker/train/bengal/Bengal_93.jpg,500,375,130338,0a373339d9baba287d3b3c39300e655be50b2dff8de5dc8b9a676132de29df30
attacker,train,bengal,Bengal_94.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_94.jpg,attacker/train/bengal/Bengal_94.jpg,500,322,105161,ab88131579061e4c84969fba10dd6be2e3ae631bd2bf0503c8f1390027702328
attacker,train,bengal,Bengal_96.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/Bengal_96.jpg,attacker/train/bengal/Bengal_96.jpg,500,375,172722,d41792dda8c2f8883a0d2b7d42e25d8b7b675122724ce68f35efb5f64e0ff3d3
attacker,train,pug,pug_115.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_115.jpg,attacker/train/pug/pug_115.jpg,375,500,245663,6ef9c8ee0367c7fa4af0b6a49e9eed372362eee0bfe1645d71a6c5af5395f755
attacker,train,pug,pug_123.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_123.jpg,attacker/train/pug/pug_123.jpg,223,300,10726,83f519d0058d2d43cbc1a6b66c85e1c3bb7315c41abb54c605dcac2733951677
attacker,train,pug,pug_126.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_126.jpg,attacker/train/pug/pug_126.jpg,203,300,6995,5de7d2c4172a68f95204dcbc0e212bf4c5350b8bfe097678d34a6cadc7498941
attacker,train,pug,pug_139.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_139.jpg,attacker/train/pug/pug_139.jpg,300,235,11432,751740b8e9551b62f253f7edd18b3ce46dde3ac3b5725a122343d5f7696fdc70
attacker,train,pug,pug_141.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_141.jpg,attacker/train/pug/pug_141.jpg,299,224,48303,f0d9c9e3ee743451499db6930d38ed8c53fe85391bf3ddc4858952a7db672196
attacker,train,pug,pug_145.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_145.jpg,attacker/train/pug/pug_145.jpg,300,225,18531,f3f22460ba8f6dea96b162395e09bed2d1bbfbca2fc8055a643f419e1181b74e
attacker,train,pug,pug_157.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_157.jpg,attacker/train/pug/pug_157.jpg,300,267,14320,10337d5ce402d0dc02abf5d46b085b0d81f84f340a08905885fa237ff3f5f786
attacker,train,pug,pug_160.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_160.jpg,attacker/train/pug/pug_160.jpg,300,225,12250,80631923d9d3edd722ad0352fa3715c84be431d77ddfd67524bf75ae69f03bac
attacker,train,pug,pug_164.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_164.jpg,attacker/train/pug/pug_164.jpg,230,300,12613,bd4616e1f4d43e83dc2bbc2927fc36362da32091528dc5fc32535dc1491b4838
attacker,train,pug,pug_165.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_165.jpg,attacker/train/pug/pug_165.jpg,300,225,15896,1f6e5710afc56db915e5a6d60bc04d116eb548d40aea1c75e6f61f7970c61760
attacker,train,pug,pug_170.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_170.jpg,attacker/train/pug/pug_170.jpg,300,201,10563,7ec8e789ac7c064fe648b1bb48f3b6c652cfd158c11e99d4cbb6ca94ecf42033
attacker,train,pug,pug_177.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_177.jpg,attacker/train/pug/pug_177.jpg,300,225,9531,97ea7121cc4e5f76fd9b7be59b896ca423a7931583b8dae6b3a79b5aefd33a7c
attacker,train,pug,pug_179.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_179.jpg,attacker/train/pug/pug_179.jpg,300,225,15617,f4b784b70f6a31e0a9be3336bd72cc707d8f19071a321c5c52d55a811e091d1c
attacker,train,pug,pug_180.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_180.jpg,attacker/train/pug/pug_180.jpg,300,214,9002,1b49935fc2186bc15f0ed9897c3163cfb11878216edabc42c61a15cb3ac6ed4a
attacker,train,pug,pug_185.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_185.jpg,attacker/train/pug/pug_185.jpg,300,225,9577,8a628281418134f7aa52719f58c6dcd703c8d3f8d17d16475985eaefa60eb781
attacker,train,pug,pug_186.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_186.jpg,attacker/train/pug/pug_186.jpg,261,300,15853,b9e94bfb361d3191a0c519a129924b4da89d6e5571f07f5b9b698e6faf155dda
attacker,train,pug,pug_188.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_188.jpg,attacker/train/pug/pug_188.jpg,300,215,10729,b5fd90e629c9b53be60c3a76f12b407af11c02ad806a6185dab6c4abbb127568
attacker,train,pug,pug_189.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_189.jpg,attacker/train/pug/pug_189.jpg,300,225,13285,4dc2b24c6e483784229c54177317fb5f3d821f6c9357602e755d969bc9548ff4
attacker,train,pug,pug_2.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_2.jpg,attacker/train/pug/pug_2.jpg,332,500,134485,f66099bfe8d5b3106329bbb3fbfc9136bcd3d13c79d446e105f1708f53c121f1
attacker,train,pug,pug_202.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_202.jpg,attacker/train/pug/pug_202.jpg,197,300,15620,2683f9c1890e32d4c280145c0e808364025f47feafb33da75bf7f141cee281fd
attacker,train,pug,pug_22.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_22.jpg,attacker/train/pug/pug_22.jpg,500,478,223042,ad28169eb01e6f1fa30ee52bb57e9f94ac451afe199bf47045d5a265088074df
attacker,train,pug,pug_24.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_24.jpg,attacker/train/pug/pug_24.jpg,500,333,98824,3ce97783d49dc610c30e697907aa082918f6de647bcd8af29bc0795196c63169
attacker,train,pug,pug_26.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_26.jpg,attacker/train/pug/pug_26.jpg,360,500,144596,1148bd13f407d3fa6276e674877a4ada7568fb92a44bc7993123853fb2b3d919
attacker,train,pug,pug_32.jpg,https://raw.githubusercontent.com/ml4py/dataset-iiit-pet/master/images/pug_32.jpg,attacker/train/pug/pug_32.jpg,482,500,251701,dc6bafef71be96125711bcd6b800774700472004b465b26174a64270e55bdc76
